condado,ciudad,cantidad_restaurantes,categoria_cantidad_restaurantes,anio,puntuacion_promedio,categoria_puntuacion
Pasco,Land O' Lakes,266,Alta concentración,2014,3.6,Regular
Pasco,Land O' Lakes,266,Alta concentración,2015,3.8,Regular
Pasco,Land O' Lakes,266,Alta concentración,2016,3.8,Regular
Pasco,Land O' Lakes,266,Alta concentración,2017,3.8,Regular
Pasco,Land O' Lakes,266,Alta concentración,2018,3.8,Regular
Pasco,Land O' Lakes,266,Alta concentración,2019,3.9,Regular
Pasco,Land O' Lakes,266,Alta concentración,2020,3.8,Regular
Pasco,Land O' Lakes,266,Alta concentración,2021,3.8,Regular
Pasco,Land O' Lakes,266,Alta concentración,2022,3.9,Regular
Pasco,Land O' Lakes,266,Alta concentración,2024,4.3,Buena
Pasco,"Land o' Lakes,",4,Pocos Restaurantes,2016,3.0,Regular
Pasco,"Land o' Lakes,",4,Pocos Restaurantes,2017,3.0,Regular
Pasco,"Land o' Lakes,",4,Pocos Restaurantes,2018,3.0,Regular
Pasco,"Land o' Lakes,",4,Pocos Restaurantes,2019,3.0,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2013,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2014,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2015,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2016,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2017,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2018,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2019,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2020,2.5,Regular
Pasco,NEW PORT RICHEY,9,Rango Medio,2021,2.5,Regular
Pasco,New Port Richey,1064,Alta concentración,2010,3.4,Regular
Pasco,New Port Richey,1064,Alta concentración,2011,3.5,Regular
Pasco,New Port Richey,1064,Alta concentración,2012,3.5,Regular
Pasco,New Port Richey,1064,Alta concentración,2013,3.6,Regular
Pasco,New Port Richey,1064,Alta concentración,2014,3.6,Regular
Pasco,New Port Richey,1064,Alta concentración,2015,3.7,Regular
Pasco,New Port Richey,1064,Alta concentración,2016,3.7,Regular
Pasco,New Port Richey,1064,Alta concentración,2017,3.7,Regular
Pasco,New Port Richey,1064,Alta concentración,2018,3.8,Regular
Pasco,New Port Richey,1064,Alta concentración,2019,3.8,Regular
Pasco,New Port Richey,1064,Alta concentración,2020,3.8,Regular
Pasco,New Port Richey,1064,Alta concentración,2021,3.9,Regular
Pasco,New Port Richey,1064,Alta concentración,2022,3.9,Regular
Pasco,New Port Richey,1064,Alta concentración,2024,4.5,Excelente
Pasco,Odessa,137,Alta concentración,2010,2.5,Regular
Pasco,Odessa,137,Alta concentración,2011,2.9,Regular
Pasco,Odessa,137,Alta concentración,2012,3.2,Regular
Pasco,Odessa,137,Alta concentración,2013,3.5,Regular
Pasco,Odessa,137,Alta concentración,2014,3.5,Regular
Pasco,Odessa,137,Alta concentración,2015,3.7,Regular
Pasco,Odessa,137,Alta concentración,2016,4.2,Buena
Pasco,Odessa,137,Alta concentración,2017,4.1,Buena
Pasco,Odessa,137,Alta concentración,2018,4.2,Buena
Pasco,Odessa,137,Alta concentración,2019,4.3,Buena
Pasco,Odessa,137,Alta concentración,2020,4.3,Buena
Pasco,Odessa,137,Alta concentración,2021,4.2,Buena
Pasco,Odessa,137,Alta concentración,2022,4.2,Buena
Pasco,Odessa,137,Alta concentración,2024,3.7,Regular
Pasco,Port Richey,475,Alta concentración,2010,3.3,Regular
Pasco,Port Richey,475,Alta concentración,2011,3.3,Regular
Pasco,Port Richey,475,Alta concentración,2012,3.3,Regular
Pasco,Port Richey,475,Alta concentración,2013,3.5,Regular
Pasco,Port Richey,475,Alta concentración,2014,3.5,Regular
Pasco,Port Richey,475,Alta concentración,2015,3.6,Regular
Pasco,Port Richey,475,Alta concentración,2016,3.6,Regular
Pasco,Port Richey,475,Alta concentración,2017,3.6,Regular
Pasco,Port Richey,475,Alta concentración,2018,3.7,Regular
Pasco,Port Richey,475,Alta concentración,2019,3.7,Regular
Pasco,Port Richey,475,Alta concentración,2020,3.7,Regular
Pasco,Port Richey,475,Alta concentración,2021,3.8,Regular
Pasco,Port Richey,475,Alta concentración,2022,3.6,Regular
Pasco,Port Richey,475,Alta concentración,2024,4.3,Buena
Pasco,Saint Leo,7,Rango Medio,2013,3.5,Regular
Pasco,Saint Leo,7,Rango Medio,2014,3.5,Regular
Pasco,Saint Leo,7,Rango Medio,2015,3.5,Regular
Pasco,Saint Leo,7,Rango Medio,2016,3.5,Regular
Pasco,Saint Leo,7,Rango Medio,2017,3.5,Regular
Pasco,Saint Leo,7,Rango Medio,2018,3.5,Regular
Pasco,Saint Leo,7,Rango Medio,2019,3.5,Regular
Pasco,San Antonio,48,Rango Medio,2010,4.5,Excelente
Pasco,San Antonio,48,Rango Medio,2011,4.5,Excelente
Pasco,San Antonio,48,Rango Medio,2012,4.5,Excelente
Pasco,San Antonio,48,Rango Medio,2013,4.1,Buena
Pasco,San Antonio,48,Rango Medio,2014,3.9,Regular
Pasco,San Antonio,48,Rango Medio,2015,4.1,Buena
Pasco,San Antonio,48,Rango Medio,2016,3.9,Regular
Pasco,San Antonio,48,Rango Medio,2017,4.1,Buena
Pasco,San Antonio,48,Rango Medio,2018,4.1,Buena
Pasco,San Antonio,48,Rango Medio,2019,4.1,Buena
Pasco,San Antonio,48,Rango Medio,2020,4.5,Excelente
Pasco,San Antonio,48,Rango Medio,2021,4.2,Buena
Pasco,San Antonio,48,Rango Medio,2022,4.2,Buena
Pasco,San Antonio,48,Rango Medio,2024,4.5,Excelente
Pasco,Trinity,138,Alta concentración,2010,3.6,Regular
Pasco,Trinity,138,Alta concentración,2011,3.7,Regular
Pasco,Trinity,138,Alta concentración,2012,3.7,Regular
Pasco,Trinity,138,Alta concentración,2013,3.6,Regular
Pasco,Trinity,138,Alta concentración,2014,3.8,Regular
Pasco,Trinity,138,Alta concentración,2015,3.8,Regular
Pasco,Trinity,138,Alta concentración,2016,3.7,Regular
Pasco,Trinity,138,Alta concentración,2017,4.0,Regular
Pasco,Trinity,138,Alta concentración,2018,4.0,Buena
Pasco,Trinity,138,Alta concentración,2019,4.0,Buena
Pasco,Trinity,138,Alta concentración,2020,4.0,Regular
Pasco,Trinity,138,Alta concentración,2021,4.0,Buena
Pasco,Trinity,138,Alta concentración,2022,4.1,Buena
Pasco,Trinity,138,Alta concentración,2024,4.4,Buena
Pasco,Wesley Chapel,674,Alta concentración,2010,3.4,Regular
Pasco,Wesley Chapel,674,Alta concentración,2011,3.4,Regular
Pasco,Wesley Chapel,674,Alta concentración,2012,3.3,Regular
Pasco,Wesley Chapel,674,Alta concentración,2013,3.4,Regular
Pasco,Wesley Chapel,674,Alta concentración,2014,3.4,Regular
Pasco,Wesley Chapel,674,Alta concentración,2015,3.5,Regular
Pasco,Wesley Chapel,674,Alta concentración,2016,3.7,Regular
Pasco,Wesley Chapel,674,Alta concentración,2017,3.7,Regular
Pasco,Wesley Chapel,674,Alta concentración,2018,3.8,Regular
Pasco,Wesley Chapel,674,Alta concentración,2019,3.7,Regular
Pasco,Wesley Chapel,674,Alta concentración,2020,3.8,Regular
Pasco,Wesley Chapel,674,Alta concentración,2021,3.8,Regular
Pasco,Wesley Chapel,674,Alta concentración,2022,3.8,Regular
Pasco,Wesley Chapel,674,Alta concentración,2024,4.2,Buena
Pasco,Wesley chapel,2,Pocos Restaurantes,2015,3.5,Regular
Pasco,Wesley chapel,2,Pocos Restaurantes,2016,3.5,Regular
Pasco,Zephyrhills,273,Alta concentración,2010,4.2,Buena
Pasco,Zephyrhills,273,Alta concentración,2011,3.6,Regular
Pasco,Zephyrhills,273,Alta concentración,2012,3.8,Regular
Pasco,Zephyrhills,273,Alta concentración,2013,3.6,Regular
Pasco,Zephyrhills,273,Alta concentración,2014,3.7,Regular
Pasco,Zephyrhills,273,Alta concentración,2015,3.8,Regular
Pasco,Zephyrhills,273,Alta concentración,2016,3.8,Regular
Pasco,Zephyrhills,273,Alta concentración,2017,3.8,Regular
Pasco,Zephyrhills,273,Alta concentración,2018,3.9,Regular
Pasco,Zephyrhills,273,Alta concentración,2019,3.8,Regular
Pasco,Zephyrhills,273,Alta concentración,2020,4.0,Buena
Pasco,Zephyrhills,273,Alta concentración,2021,4.1,Buena
Pasco,Zephyrhills,273,Alta concentración,2022,4.1,Buena
Pasco,Zephyrhills,273,Alta concentración,2024,4.2,Buena
Pasco,dade city,217,Alta concentración,2023,4.3,Buena
Pasco,dade city,217,Alta concentración,2024,4.3,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2010,3.8,Regular
Pinellas,Belleair Bluffs,100,Alta concentración,2011,3.8,Regular
Pinellas,Belleair Bluffs,100,Alta concentración,2012,3.8,Regular
Pinellas,Belleair Bluffs,100,Alta concentración,2013,4.1,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2014,4.1,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2015,4.1,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2016,4.2,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2017,4.2,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2018,4.1,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2019,4.2,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2020,4.0,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2021,4.2,Buena
Pinellas,Belleair Bluffs,100,Alta concentración,2022,4.0,Buena
Pinellas,Clearwater,3342,Alta concentración,2010,3.6,Regular
Pinellas,Clearwater,3342,Alta concentración,2011,3.7,Regular
Pinellas,Clearwater,3342,Alta concentración,2012,3.7,Regular
Pinellas,Clearwater,3342,Alta concentración,2013,3.7,Regular
Pinellas,Clearwater,3342,Alta concentración,2014,3.8,Regular
Pinellas,Clearwater,3342,Alta concentración,2015,3.8,Regular
Pinellas,Clearwater,3342,Alta concentración,2016,3.9,Regular
Pinellas,Clearwater,3342,Alta concentración,2017,3.9,Regular
Pinellas,Clearwater,3342,Alta concentración,2018,4.0,Regular
Pinellas,Clearwater,3342,Alta concentración,2019,4.0,Regular
Pinellas,Clearwater,3342,Alta concentración,2020,4.0,Buena
Pinellas,Clearwater,3342,Alta concentración,2021,4.0,Buena
Pinellas,Clearwater,3342,Alta concentración,2022,4.0,Buena
Pinellas,Clearwater,3342,Alta concentración,2024,4.3,Buena
Pinellas,Clearwater Beach,602,Alta concentración,2010,3.5,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2011,3.6,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2012,3.4,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2013,3.5,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2014,3.5,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2015,3.6,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2016,3.6,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2017,3.7,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2018,3.7,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2019,3.8,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2020,3.8,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2021,3.8,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2022,4.0,Regular
Pinellas,Clearwater Beach,602,Alta concentración,2024,4.3,Buena
Pinellas,Dunedin,1188,Alta concentración,2010,3.7,Regular
Pinellas,Dunedin,1188,Alta concentración,2011,3.8,Regular
Pinellas,Dunedin,1188,Alta concentración,2012,3.7,Regular
Pinellas,Dunedin,1188,Alta concentración,2013,3.7,Regular
Pinellas,Dunedin,1188,Alta concentración,2014,3.8,Regular
Pinellas,Dunedin,1188,Alta concentración,2015,3.8,Regular
Pinellas,Dunedin,1188,Alta concentración,2016,3.9,Regular
Pinellas,Dunedin,1188,Alta concentración,2017,3.9,Regular
Pinellas,Dunedin,1188,Alta concentración,2018,4.0,Regular
Pinellas,Dunedin,1188,Alta concentración,2019,4.1,Buena
Pinellas,Dunedin,1188,Alta concentración,2020,4.1,Buena
Pinellas,Dunedin,1188,Alta concentración,2021,4.1,Buena
Pinellas,Dunedin,1188,Alta concentración,2022,4.2,Buena
Pinellas,Dunedin,1188,Alta concentración,2024,4.4,Buena
Pinellas,Gulfport,274,Alta concentración,2010,3.8,Regular
Pinellas,Gulfport,274,Alta concentración,2011,3.8,Regular
Pinellas,Gulfport,274,Alta concentración,2012,3.9,Regular
Pinellas,Gulfport,274,Alta concentración,2013,3.8,Regular
Pinellas,Gulfport,274,Alta concentración,2014,3.9,Regular
Pinellas,Gulfport,274,Alta concentración,2015,3.9,Regular
Pinellas,Gulfport,274,Alta concentración,2016,4.0,Regular
Pinellas,Gulfport,274,Alta concentración,2017,3.9,Regular
Pinellas,Gulfport,274,Alta concentración,2018,4.0,Buena
Pinellas,Gulfport,274,Alta concentración,2019,4.0,Buena
Pinellas,Gulfport,274,Alta concentración,2020,4.2,Buena
Pinellas,Gulfport,274,Alta concentración,2021,4.2,Buena
Pinellas,Gulfport,274,Alta concentración,2022,4.3,Buena
Pinellas,Gulfport,274,Alta concentración,2024,4.6,Excelente
Pinellas,Indian Rocks Beach,341,Alta concentración,2010,3.7,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2011,3.7,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2012,3.7,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2013,3.8,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2014,3.8,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2015,3.9,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2016,3.9,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2017,3.8,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2018,3.9,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2019,3.9,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2020,3.9,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2021,4.0,Buena
Pinellas,Indian Rocks Beach,341,Alta concentración,2022,4.0,Regular
Pinellas,Indian Rocks Beach,341,Alta concentración,2024,4.6,Excelente
Pinellas,Indian Rocks Beach. ,3,Pocos Restaurantes,2017,4.5,Excelente
Pinellas,Indian Rocks Beach. ,3,Pocos Restaurantes,2018,4.5,Excelente
Pinellas,Indian Rocks Beach. ,3,Pocos Restaurantes,2019,4.5,Excelente
Pinellas,Indian Shores,70,Alta concentración,2010,3.7,Regular
Pinellas,Indian Shores,70,Alta concentración,2011,3.9,Regular
Pinellas,Indian Shores,70,Alta concentración,2012,3.9,Regular
Pinellas,Indian Shores,70,Alta concentración,2013,4.0,Buena
Pinellas,Indian Shores,70,Alta concentración,2014,3.9,Regular
Pinellas,Indian Shores,70,Alta concentración,2015,4.0,Buena
Pinellas,Indian Shores,70,Alta concentración,2016,4.0,Buena
Pinellas,Indian Shores,70,Alta concentración,2017,3.9,Regular
Pinellas,Indian Shores,70,Alta concentración,2018,4.0,Buena
Pinellas,Indian Shores,70,Alta concentración,2019,4.2,Buena
Pinellas,Indian Shores,70,Alta concentración,2020,4.2,Buena
Pinellas,Indian Shores,70,Alta concentración,2021,4.1,Buena
Pinellas,Indian Shores,70,Alta concentración,2022,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2010,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2011,3.8,Regular
Pinellas,Kenneth City,98,Alta concentración,2012,4.1,Buena
Pinellas,Kenneth City,98,Alta concentración,2013,3.8,Regular
Pinellas,Kenneth City,98,Alta concentración,2014,3.9,Regular
Pinellas,Kenneth City,98,Alta concentración,2015,4.1,Buena
Pinellas,Kenneth City,98,Alta concentración,2016,3.9,Regular
Pinellas,Kenneth City,98,Alta concentración,2017,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2018,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2019,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2020,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2021,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2022,4.0,Buena
Pinellas,Kenneth City,98,Alta concentración,2024,4.5,Buena
Pinellas,LARGO,1,Pocos Restaurantes,2017,4.5,Excelente
Pinellas,Largo,1578,Alta concentración,2010,3.6,Regular
Pinellas,Largo,1578,Alta concentración,2011,3.6,Regular
Pinellas,Largo,1578,Alta concentración,2012,3.7,Regular
Pinellas,Largo,1578,Alta concentración,2013,3.7,Regular
Pinellas,Largo,1578,Alta concentración,2014,3.7,Regular
Pinellas,Largo,1578,Alta concentración,2015,3.7,Regular
Pinellas,Largo,1578,Alta concentración,2016,3.8,Regular
Pinellas,Largo,1578,Alta concentración,2017,3.8,Regular
Pinellas,Largo,1578,Alta concentración,2018,3.8,Regular
Pinellas,Largo,1578,Alta concentración,2019,3.9,Regular
Pinellas,Largo,1578,Alta concentración,2020,3.9,Regular
Pinellas,Largo,1578,Alta concentración,2021,4.0,Regular
Pinellas,Largo,1578,Alta concentración,2022,4.1,Buena
Pinellas,Largo,1578,Alta concentración,2024,4.1,Buena
Pinellas,Madeira Beach,436,Alta concentración,2010,3.6,Regular
Pinellas,Madeira Beach,436,Alta concentración,2011,3.6,Regular
Pinellas,Madeira Beach,436,Alta concentración,2012,3.6,Regular
Pinellas,Madeira Beach,436,Alta concentración,2013,3.6,Regular
Pinellas,Madeira Beach,436,Alta concentración,2014,3.7,Regular
Pinellas,Madeira Beach,436,Alta concentración,2015,3.8,Regular
Pinellas,Madeira Beach,436,Alta concentración,2016,3.7,Regular
Pinellas,Madeira Beach,436,Alta concentración,2017,3.8,Regular
Pinellas,Madeira Beach,436,Alta concentración,2018,3.9,Regular
Pinellas,Madeira Beach,436,Alta concentración,2019,3.9,Regular
Pinellas,Madeira Beach,436,Alta concentración,2020,3.9,Regular
Pinellas,Madeira Beach,436,Alta concentración,2021,3.9,Regular
Pinellas,Madeira Beach,436,Alta concentración,2022,3.8,Regular
Pinellas,Madeira Beach,436,Alta concentración,2024,4.5,Buena
Pinellas,North Redington Beach,68,Rango Medio,2010,4.2,Buena
Pinellas,North Redington Beach,68,Rango Medio,2011,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2012,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2013,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2014,4.2,Buena
Pinellas,North Redington Beach,68,Rango Medio,2015,4.2,Buena
Pinellas,North Redington Beach,68,Rango Medio,2016,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2017,4.2,Buena
Pinellas,North Redington Beach,68,Rango Medio,2018,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2019,4.0,Buena
Pinellas,North Redington Beach,68,Rango Medio,2020,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2021,4.1,Buena
Pinellas,North Redington Beach,68,Rango Medio,2022,4.5,Excelente
Pinellas,North Redington Beach,68,Rango Medio,2024,4.2,Buena
Pinellas,Oldsmar,464,Alta concentración,2010,3.3,Regular
Pinellas,Oldsmar,464,Alta concentración,2011,3.3,Regular
Pinellas,Oldsmar,464,Alta concentración,2012,3.5,Regular
Pinellas,Oldsmar,464,Alta concentración,2013,3.5,Regular
Pinellas,Oldsmar,464,Alta concentración,2014,3.5,Regular
Pinellas,Oldsmar,464,Alta concentración,2015,3.6,Regular
Pinellas,Oldsmar,464,Alta concentración,2016,3.6,Regular
Pinellas,Oldsmar,464,Alta concentración,2017,3.7,Regular
Pinellas,Oldsmar,464,Alta concentración,2018,3.6,Regular
Pinellas,Oldsmar,464,Alta concentración,2019,3.7,Regular
Pinellas,Oldsmar,464,Alta concentración,2020,3.7,Regular
Pinellas,Oldsmar,464,Alta concentración,2021,3.8,Regular
Pinellas,Oldsmar,464,Alta concentración,2022,3.7,Regular
Pinellas,Oldsmar,464,Alta concentración,2024,4.2,Buena
Pinellas,Palm Harbor,1082,Alta concentración,2010,3.6,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2011,3.6,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2012,3.7,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2013,3.7,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2014,3.8,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2015,3.8,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2016,3.8,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2017,3.8,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2018,3.8,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2019,3.9,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2020,4.0,Regular
Pinellas,Palm Harbor,1082,Alta concentración,2021,4.0,Buena
Pinellas,Palm Harbor,1082,Alta concentración,2022,4.0,Buena
Pinellas,Palm Harbor,1082,Alta concentración,2024,4.3,Buena
Pinellas,Palm harbor,9,Rango Medio,2014,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2015,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2016,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2017,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2018,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2019,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2020,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2021,4.5,Excelente
Pinellas,Palm harbor,9,Rango Medio,2022,4.5,Excelente
Pinellas,Pinellas Park,808,Alta concentración,2010,3.5,Regular
Pinellas,Pinellas Park,808,Alta concentración,2011,3.6,Regular
Pinellas,Pinellas Park,808,Alta concentración,2012,3.6,Regular
Pinellas,Pinellas Park,808,Alta concentración,2013,3.7,Regular
Pinellas,Pinellas Park,808,Alta concentración,2014,3.7,Regular
Pinellas,Pinellas Park,808,Alta concentración,2015,3.8,Regular
Pinellas,Pinellas Park,808,Alta concentración,2016,3.9,Regular
Pinellas,Pinellas Park,808,Alta concentración,2017,3.9,Regular
Pinellas,Pinellas Park,808,Alta concentración,2018,3.9,Regular
Pinellas,Pinellas Park,808,Alta concentración,2019,3.9,Regular
Pinellas,Pinellas Park,808,Alta concentración,2020,4.0,Regular
Pinellas,Pinellas Park,808,Alta concentración,2021,4.0,Buena
Pinellas,Pinellas Park,808,Alta concentración,2022,4.0,Buena
Pinellas,Pinellas Park,808,Alta concentración,2024,4.4,Buena
Pinellas,Pinellas park,1,Pocos Restaurantes,2015,4.0,Buena
Pinellas,Redington Shores,96,Alta concentración,2010,3.8,Regular
Pinellas,Redington Shores,96,Alta concentración,2011,3.8,Regular
Pinellas,Redington Shores,96,Alta concentración,2012,3.8,Regular
Pinellas,Redington Shores,96,Alta concentración,2013,3.8,Regular
Pinellas,Redington Shores,96,Alta concentración,2014,4.0,Buena
Pinellas,Redington Shores,96,Alta concentración,2015,3.9,Regular
Pinellas,Redington Shores,96,Alta concentración,2016,3.9,Regular
Pinellas,Redington Shores,96,Alta concentración,2017,3.9,Regular
Pinellas,Redington Shores,96,Alta concentración,2018,4.0,Buena
Pinellas,Redington Shores,96,Alta concentración,2019,4.1,Buena
Pinellas,Redington Shores,96,Alta concentración,2020,4.1,Buena
Pinellas,Redington Shores,96,Alta concentración,2021,4.1,Buena
Pinellas,Redington Shores,96,Alta concentración,2022,3.9,Regular
Pinellas,Redington Shores,96,Alta concentración,2024,4.5,Excelente
Pinellas,Safety Harbor,350,Alta concentración,2010,3.4,Regular
Pinellas,Safety Harbor,350,Alta concentración,2011,3.5,Regular
Pinellas,Safety Harbor,350,Alta concentración,2012,3.8,Regular
Pinellas,Safety Harbor,350,Alta concentración,2013,3.8,Regular
Pinellas,Safety Harbor,350,Alta concentración,2014,3.8,Regular
Pinellas,Safety Harbor,350,Alta concentración,2015,3.8,Regular
Pinellas,Safety Harbor,350,Alta concentración,2016,4.0,Regular
Pinellas,Safety Harbor,350,Alta concentración,2017,4.0,Regular
Pinellas,Safety Harbor,350,Alta concentración,2018,4.0,Regular
Pinellas,Safety Harbor,350,Alta concentración,2019,4.1,Buena
Pinellas,Safety Harbor,350,Alta concentración,2020,4.0,Buena
Pinellas,Safety Harbor,350,Alta concentración,2021,4.1,Buena
Pinellas,Safety Harbor,350,Alta concentración,2022,4.0,Buena
Pinellas,Safety Harbor,350,Alta concentración,2024,4.5,Excelente
Pinellas,Seminole,534,Alta concentración,2010,3.6,Regular
Pinellas,Seminole,534,Alta concentración,2011,3.7,Regular
Pinellas,Seminole,534,Alta concentración,2012,3.6,Regular
Pinellas,Seminole,534,Alta concentración,2013,3.7,Regular
Pinellas,Seminole,534,Alta concentración,2014,3.8,Regular
Pinellas,Seminole,534,Alta concentración,2015,3.8,Regular
Pinellas,Seminole,534,Alta concentración,2016,3.9,Regular
Pinellas,Seminole,534,Alta concentración,2017,3.9,Regular
Pinellas,Seminole,534,Alta concentración,2018,4.0,Regular
Pinellas,Seminole,534,Alta concentración,2019,3.9,Regular
Pinellas,Seminole,534,Alta concentración,2020,3.9,Regular
Pinellas,Seminole,534,Alta concentración,2021,4.0,Buena
Pinellas,Seminole,534,Alta concentración,2022,4.2,Buena
Pinellas,Seminole,534,Alta concentración,2024,4.3,Buena
Pinellas,South Pasadena,110,Alta concentración,2010,4.0,Buena
Pinellas,South Pasadena,110,Alta concentración,2011,3.8,Regular
Pinellas,South Pasadena,110,Alta concentración,2012,3.7,Regular
Pinellas,South Pasadena,110,Alta concentración,2013,3.7,Regular
Pinellas,South Pasadena,110,Alta concentración,2014,3.6,Regular
Pinellas,South Pasadena,110,Alta concentración,2015,3.6,Regular
Pinellas,South Pasadena,110,Alta concentración,2016,3.8,Regular
Pinellas,South Pasadena,110,Alta concentración,2017,3.7,Regular
Pinellas,South Pasadena,110,Alta concentración,2018,3.7,Regular
Pinellas,South Pasadena,110,Alta concentración,2019,3.6,Regular
Pinellas,South Pasadena,110,Alta concentración,2020,3.8,Regular
Pinellas,South Pasadena,110,Alta concentración,2021,3.8,Regular
Pinellas,South Pasadena,110,Alta concentración,2022,4.3,Buena
Pinellas,South Pasadena,110,Alta concentración,2024,3.7,Regular
Pinellas,St Pete Beach,374,Alta concentración,2010,3.5,Regular
Pinellas,St Pete Beach,374,Alta concentración,2011,3.6,Regular
Pinellas,St Pete Beach,374,Alta concentración,2012,3.6,Regular
Pinellas,St Pete Beach,374,Alta concentración,2013,3.6,Regular
Pinellas,St Pete Beach,374,Alta concentración,2014,3.7,Regular
Pinellas,St Pete Beach,374,Alta concentración,2015,3.8,Regular
Pinellas,St Pete Beach,374,Alta concentración,2016,3.8,Regular
Pinellas,St Pete Beach,374,Alta concentración,2017,3.8,Regular
Pinellas,St Pete Beach,374,Alta concentración,2018,3.8,Regular
Pinellas,St Pete Beach,374,Alta concentración,2019,4.0,Regular
Pinellas,St Pete Beach,374,Alta concentración,2020,4.0,Buena
Pinellas,St Pete Beach,374,Alta concentración,2021,4.0,Regular
Pinellas,St Pete Beach,374,Alta concentración,2022,3.9,Regular
Pinellas,St Pete Beach,374,Alta concentración,2024,4.3,Buena
Pinellas,St. Pete Beach,627,Alta concentración,2010,3.5,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2011,3.6,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2012,3.7,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2013,3.7,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2014,3.7,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2015,3.8,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2016,3.8,Regular
