id_trasporte,trasporte,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
NMQM5,Sarasota Auto Rentals Inc,5041 S Tamiami Trail,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34231,27.279187,-82.530413,Florida,,,,,positivo,2024
GQYYA,Sarasota Auto Rentals Inc,5041 S Tamiami Trail,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34231,27.279187,-82.530413,Florida,,,,,negativo,2024
XP2BO,Sarasota Auto Rentals Inc,5041 S Tamiami Trail,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34231,27.279187,-82.530413,Florida,,,,,neutral,2024
AGYVT,XPO Logistics,1301 W 15th St,Qg2F,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,t1zd,Riviera Beach,33404,26.7754863,-80.0734526,Florida,,,,,positivo,2024
GORXH,XPO Logistics,1301 W 15th St,Qg2F,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,t1zd,Riviera Beach,33404,26.7754863,-80.0734526,Florida,,,,,negativo,2024
UTDKI,XPO Logistics,1301 W 15th St,Qg2F,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,t1zd,Riviera Beach,33404,26.7754863,-80.0734526,Florida,,,,,neutral,2024
UQYSG,United Self Mini Storage,1930 N Pinellas Ave,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,34689,28.1720538,-82.7497828,Florida,,,,,negativo,2024
IOKEL,United Self Mini Storage,1930 N Pinellas Ave,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,34689,28.1720538,-82.7497828,Florida,,,,,positivo,2024
WONCF,United Self Mini Storage,1930 N Pinellas Ave,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,34689,28.1720538,-82.7497828,Florida,,,,,neutral,2024
VWY3F,Orlando Limo,6923 Narcoossee Rd Suite 626,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32822,28.4674296,-81.2753813,Florida,,,,,positivo,2024
LI186,Orlando Limo,6923 Narcoossee Rd Suite 626,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32822,28.4674296,-81.2753813,Florida,,,,,negativo,2024
YTMGW,Orlando Limo,6923 Narcoossee Rd Suite 626,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32822,28.4674296,-81.2753813,Florida,,,,,neutral,2024
2OWTD,Johns Luxury Ride Service,33 Privacy Ln,L9w5,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,Gerv,Palm Coast,32164,29.5297356,-81.2085824,Florida,,,,,positivo,2024
HF88L,Johns Luxury Ride Service,33 Privacy Ln,L9w5,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,Gerv,Palm Coast,32164,29.5297356,-81.2085824,Florida,,,,,neutral,2024
UD1DS,Horspower Car Rental / NU Car Rentals,3947 NW 26th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.7997474,-80.2612156,Florida,,,,,positivo,2024
6IV46,Horspower Car Rental / NU Car Rentals,3947 NW 26th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.7997474,-80.2612156,Florida,,,,,negativo,2024
9BD95,Horspower Car Rental / NU Car Rentals,3947 NW 26th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.7997474,-80.2612156,Florida,,,,,neutral,2024
61HX4,Skyline Limousine,701 S Howard Ave Suite 106-356,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33606,27.9371645,-82.4833156,Florida,,,,,positivo,2024
KFNSP,Hertz,6934 W Gulf to Lake Hwy,qeXS,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,Z9OC,Crystal River,34429,28.8917897,-82.5499947,Florida,,,,,negativo,2024
KFNSP,Hertz,6934 W Gulf to Lake Hwy,qeXS,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,Z9OC,Crystal River,34429,28.8917897,-82.5499947,Florida,,,,,positivo,2024
KFNSP,Hertz,6934 W Gulf to Lake Hwy,qeXS,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,Z9OC,Crystal River,34429,28.8917897,-82.5499947,Florida,,,,,neutral,2024
ZA83C,abraxi-taxi,2941 Varella Ave,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32084,29.91986,-81.340825,Florida,,,,,positivo,2024
9KX9H,abraxi-taxi,2941 Varella Ave,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32084,29.91986,-81.340825,Florida,,,,,neutral,2024
O6W6O,abraxi-taxi,2941 Varella Ave,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32084,29.91986,-81.340825,Florida,,,,,negativo,2024
H9VYA,Santa Clara Station,NW 12th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.795796,-80.215099,Florida,,,,,negativo,2024
MDOP2,Santa Clara Station,NW 12th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.795796,-80.215099,Florida,,,,,positivo,2024
0ZIHM,Santa Clara Station,NW 12th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.795796,-80.215099,Florida,,,,,neutral,2024
76BLA,Walberto taxi transportation,338 Harold Ave S,QYht,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,KXKM,Lehigh Acres,33973,26.6109986,-81.7372303,Florida,,,,,positivo,2024
4JTAN,Walberto taxi transportation,338 Harold Ave S,QYht,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,KXKM,Lehigh Acres,33973,26.6109986,-81.7372303,Florida,,,,,neutral,2024
XA6PV,Lakeland Station,600 E Main St,bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,33801,28.0457559,-81.9518862,Florida,,,,,negativo,2024
29080,Lakeland Station,600 E Main St,bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,33801,28.0457559,-81.9518862,Florida,,,,,positivo,2024
7ZV84,Lakeland Station,600 E Main St,bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,33801,28.0457559,-81.9518862,Florida,,,,,neutral,2024
U8L8P,The Bike Shop Rentals,1110 Truman Ave,j7LR,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,4S46,Key West,33040,24.5555672,-81.791863,Florida,,,,,positivo,2024
BEU4K,The Bike Shop Rentals,1110 Truman Ave,j7LR,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,4S46,Key West,33040,24.5555672,-81.791863,Florida,,,,,neutral,2024
P3MEI,The Bike Shop Rentals,1110 Truman Ave,j7LR,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,4S46,Key West,33040,24.5555672,-81.791863,Florida,,,,,negativo,2024
YFNRO,Omnibus Express,1501 S Collins St,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,33566,28.000889,-82.121555,Florida,,,,,positivo,2024
NXTYW,Omnibus Express,1501 S Collins St,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,33566,28.000889,-82.121555,Florida,,,,,neutral,2024
KRNP3,Omnibus Express,1501 S Collins St,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,33566,28.000889,-82.121555,Florida,,,,,negativo,2024
GDGG3,Million Air Tallahassee,3254 Capital Cir SW,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32310,30.3965199,-84.3550169,Florida,,,,,positivo,2024
DXCBM,Million Air Tallahassee,3254 Capital Cir SW,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32310,30.3965199,-84.3550169,Florida,,,,,neutral,2024
QVKOR,All Bicycles,142 N Federal Hwy,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33441,26.3199091,-80.090093,Florida,,,,,positivo,2024
TROMF,All Bicycles,142 N Federal Hwy,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33441,26.3199091,-80.090093,Florida,,,,,negativo,2024
DL990,All Bicycles,142 N Federal Hwy,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33441,26.3199091,-80.090093,Florida,,,,,neutral,2024
6UHRO,A1A Airport & Limousine Service,1990 NW Boca Raton Blvd,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33432,26.3681039,-80.0898739,Florida,,,,,positivo,2024
NEPG9,A1A Airport & Limousine Service,1990 NW Boca Raton Blvd,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33432,26.3681039,-80.0898739,Florida,,,,,negativo,2024
IF5LD,A1A Airport & Limousine Service,1990 NW Boca Raton Blvd,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33432,26.3681039,-80.0898739,Florida,,,,,neutral,2024
0BSFO,In Motion Mobility - Wheelchair Van and accessible vehicles,2299 NW 108th Ave,Z16K,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,94N1,Doral,33172,25.7946681,-80.3621597,Florida,,,,,positivo,2024
WMM05,In Motion Mobility - Wheelchair Van and accessible vehicles,2299 NW 108th Ave,zT10,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,94N1,Doral,33172,25.7946681,-80.3621597,Florida,,,,,positivo,2024
ZWMGZ,In Motion Mobility - Wheelchair Van and accessible vehicles,2299 NW 108th Ave,Z16K,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,94N1,Doral,33172,25.7946681,-80.3621597,Florida,,,,,neutral,2024
21CS2,In Motion Mobility - Wheelchair Van and accessible vehicles,2299 NW 108th Ave,zT10,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,94N1,Doral,33172,25.7946681,-80.3621597,Florida,,,,,neutral,2024
S5BSG,Hialeah Market,1200 SE 11th Ave,gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,33010,25.811239,-80.258705,Florida,,,,,positivo,2024
37T2C,Hialeah Market,1200 SE 11th Ave,gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,33010,25.811239,-80.258705,Florida,,,,,negativo,2024
7WH57,Hialeah Market,1200 SE 11th Ave,gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,33010,25.811239,-80.258705,Florida,,,,,neutral,2024
B5A9P,South Miami,5949 Sunset Drive South,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33143,25.7050916,-80.2890178,Florida,,,,,positivo,2024
C7XAF,South Miami,5949 Sunset Drive South,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33143,25.7050916,-80.2890178,Florida,,,,,neutral,2024
LG91H,South Miami,5949 Sunset Drive South,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33143,25.7050916,-80.2890178,Florida,,,,,negativo,2024
5AVHL,Budget Car Rental,4644 W Gandy Blvd Ste 2,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33611,27.893005,-82.524155,Florida,,,,,positivo,2024
5AVHL,Budget Car Rental,4644 W Gandy Blvd Ste 2,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33611,27.893005,-82.524155,Florida,,,,,negativo,2024
5AVHL,Budget Car Rental,4644 W Gandy Blvd Ste 2,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33611,27.893005,-82.524155,Florida,,,,,neutral,2024
ROX5I,ONDEVAN CAMPERVAN,1835 E Hallandale Beach Blvd #261,zIYg,Broward,"33004, 33301, 33324",26.190096,-80.365865,IuPc,Hallandale Beach,33009,25.9868417,-80.1288552,Florida,,,,,positivo,2024
I8EGC,ONDEVAN CAMPERVAN,1835 E Hallandale Beach Blvd #261,zIYg,Broward,"33004, 33301, 33324",26.190096,-80.365865,IuPc,Hallandale Beach,33009,25.9868417,-80.1288552,Florida,,,,,neutral,2024
A5DC7,Avis Car Rental,1501 N State Rd 7,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33063,26.246645,-80.20189,Florida,,,,,negativo,2024
BUMHZ,Avis Car Rental,1501 N State Rd 7,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33063,26.246645,-80.20189,Florida,,,,,positivo,2024
13XOO,Avis Car Rental,1501 N State Rd 7,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33063,26.246645,-80.20189,Florida,,,,,neutral,2024
HVNGQ,Avis Car Rental,3400 Coral Way,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33145,25.749773,-80.2497,Florida,,,,,positivo,2024
RMIGK,Avis Car Rental,3400 Coral Way,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33145,25.749773,-80.2497,Florida,,,,,negativo,2024
YQK2X,Avis Car Rental,3400 Coral Way,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33145,25.749773,-80.2497,Florida,,,,,neutral,2024
31NIU,Bartow Executive Airport,5993 Airport Blvd,O2bm,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,J1PS,Bartow,33830,27.9468106,-81.7852406,Florida,,,,,positivo,2024
MRLS6,Bartow Executive Airport,5993 Airport Blvd,O2bm,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,J1PS,Bartow,33830,27.9468106,-81.7852406,Florida,,,,,neutral,2024
L6JVS,V&D Electric Bikes,1800 Pembrook Dr Suite 300,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32810,28.6320944,-81.4017174,Florida,,,,,positivo,2024
W4V3P,Inverness Bicycle & Fitness,130 N Pine Ave,H9V6,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,YQ9H,Inverness,34450,28.8376565,-82.3312984,Florida,,,,,positivo,2024
GV6HS,Inverness Bicycle & Fitness,130 N Pine Ave,H9V6,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,YQ9H,Inverness,34450,28.8376565,-82.3312984,Florida,,,,,neutral,2024
FMC2K,First Place Fitness Equipment,10290 Philips Hwy,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32256,30.1812294,-81.5552662,Florida,,,,,negativo,2024
UZXRM,First Place Fitness Equipment,10290 Philips Hwy,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32256,30.1812294,-81.5552662,Florida,,,,,positivo,2024
M95XV,First Place Fitness Equipment,10290 Philips Hwy,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32256,30.1812294,-81.5552662,Florida,,,,,neutral,2024
KFNSP,Hertz,1225 US-98,zkE2,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,O9AX,Sebring,33870,27.4725645,-81.4677472,Florida,,,,,positivo,2024
KFNSP,Hertz,1225 US-98,zkE2,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,O9AX,Sebring,33870,27.4725645,-81.4677472,Florida,,,,,negativo,2024
KFNSP,Hertz,1225 US-98,zkE2,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,O9AX,Sebring,33870,27.4725645,-81.4677472,Florida,,,,,neutral,2024
9CK34,A Family Limousine & Coaches,1958 Tigertail Boulevard Bldg #17,sTfc,Broward,"33004, 33301, 33324",26.190096,-80.365865,b5ez,Dania Beach,33004,26.0519799,-80.1628954,Florida,,,,,positivo,2024
8W91Z,A Family Limousine & Coaches,1958 Tigertail Boulevard Bldg #17,sTfc,Broward,"33004, 33301, 33324",26.190096,-80.365865,b5ez,Dania Beach,33004,26.0519799,-80.1628954,Florida,,,,,neutral,2024
VZ9G2,Pete's Bicycle Shop,1007 Rockledge Dr,vlWO,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,ZRW6,Rockledge,32955,28.3357889,-80.7171528,Florida,,,,,positivo,2024
CUN8W,Dynasty Luxury Rentals,3396 NW S River Dr Suite A,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.7984907,-80.2503842,Florida,,,,,positivo,2024
7WHIM,Dynasty Luxury Rentals,3396 NW S River Dr Suite A,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.7984907,-80.2503842,Florida,,,,,neutral,2024
KFNSP,Hertz,1 Grand Cypress Blvd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32836,28.3823382,-81.5099706,Florida,,,,,positivo,2024
KFNSP,Hertz,1 Grand Cypress Blvd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32836,28.3823382,-81.5099706,Florida,,,,,negativo,2024
KFNSP,Hertz,1 Grand Cypress Blvd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32836,28.3823382,-81.5099706,Florida,,,,,neutral,2024
TK50U,St Mary Towing,6517 Hiddenwalk Dr,jilx,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,HRXR,Winter Park,32792,28.595028,-81.2941955,Florida,,,,,negativo,2024
ALCSC,St Mary Towing,6517 Hiddenwalk Dr,jilx,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,HRXR,Winter Park,32792,28.595028,-81.2941955,Florida,,,,,positivo,2024
9WEZ5,St Mary Towing,6517 Hiddenwalk Dr,jilx,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,HRXR,Winter Park,32792,28.595028,-81.2941955,Florida,,,,,neutral,2024
47XLN,CYCLEVOLUTION Bike Shop,2512 N Federal Hwy #106,s46P,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,86KY,Delray Beach,33483,26.4888889,-80.0646423,Florida,,,,,positivo,2024
NS1WR,CYCLEVOLUTION Bike Shop,2512 N Federal Hwy #106,s46P,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,86KY,Delray Beach,33483,26.4888889,-80.0646423,Florida,,,,,neutral,2024
EQ8QI,Central Taxi 352-383-Ride,880 Bay Rd A-1,3d32,Lake,32757,28.8028,-81.644,1f03,Mt Dora,32757,28.8033362,-81.6860474,Florida,,,,,positivo,2024
RRMZS,Central Taxi 352-383-Ride,880 Bay Rd A-1,3d32,Lake,32757,28.8028,-81.644,1f03,Mt Dora,32757,28.8033362,-81.6860474,Florida,,,,,negativo,2024
9TA89,Central Taxi 352-383-Ride,880 Bay Rd A-1,3d32,Lake,32757,28.8028,-81.644,1f03,Mt Dora,32757,28.8033362,-81.6860474,Florida,,,,,neutral,2024
8WK4R,All City Cab,1007 Eustis Grove St,isbN,Lake,"32757, 32778, 34748",28.702847,-81.7787021,Y9YT,Eustis,32726,28.863238,-81.6852841,Florida,,,,,positivo,2024
68EBD,All City Cab,1007 Eustis Grove St,isbN,Lake,"32757, 32778, 34748",28.702847,-81.7787021,Y9YT,Eustis,32726,28.863238,-81.6852841,Florida,,,,,negativo,2024
L6CL8,All City Cab,1007 Eustis Grove St,isbN,Lake,"32757, 32778, 34748",28.702847,-81.7787021,Y9YT,Eustis,32726,28.863238,-81.6852841,Florida,,,,,neutral,2024
4TDCA,Isles At Sunset Lakes,18513 SW 41st St,5J53,Broward,"33004, 33301, 33324",26.190096,-80.365865,xMA6,Miramar,33029,25.9710675,-80.3917327,Florida,,,,,positivo,2024
X3SA5,Isles At Sunset Lakes,18513 SW 41st St,5J53,Broward,"33004, 33301, 33324",26.190096,-80.365865,xMA6,Miramar,33029,25.9710675,-80.3917327,Florida,,,,,neutral,2024
KFNSP,Hertz,9998 Hutchison Blvd,Ypye,Bay,"32401, 32405, 32444",30.1805306,-85.684578,GQ3B,Panama City Beach,32407,30.179442,-85.8008338,Florida,,,,,neutral,2024
KFNSP,Hertz,9998 Hutchison Blvd,Ypye,Bay,"32401, 32405, 32444",30.1805306,-85.684578,GQ3B,Panama City Beach,32407,30.179442,-85.8008338,Florida,,,,,positivo,2024
TMAXZ,Blum's Auto Mart LLC,5584 S Nova Rd,tqTU,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,NQHG,Port Orange,32127,29.107645,-80.973905,Florida,,,,,positivo,2024
EDO36,Blum's Auto Mart LLC,5584 S Nova Rd,tqTU,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,NQHG,Port Orange,32127,29.107645,-80.973905,Florida,,,,,neutral,2024
XF0KU,Bike America,13051 W Sunrise Blvd,n1AK,Broward,"33004, 33301, 33324",26.190096,-80.365865,9pOr,Sunrise,33323,26.1468463,-80.3259665,Florida,,,,,positivo,2024
CXKXG,Bike America,13051 W Sunrise Blvd,n1AK,Broward,"33004, 33301, 33324",26.190096,-80.365865,9pOr,Sunrise,33323,26.1468463,-80.3259665,Florida,,,,,negativo,2024
OS1WO,Bike America,13051 W Sunrise Blvd,n1AK,Broward,"33004, 33301, 33324",26.190096,-80.365865,9pOr,Sunrise,33323,26.1468463,-80.3259665,Florida,,,,,neutral,2024
HJJ70,Coastline Cyclery,10654 Colonial Blvd Unit 3,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33913,26.6119677,-81.781479,Florida,,,,,positivo,2024
HP1ZK,Coastline Cyclery,10654 Colonial Blvd Unit 3,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33913,26.6119677,-81.781479,Florida,,,,,negativo,2024
JLHSP,Coastline Cyclery,10654 Colonial Blvd Unit 3,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33913,26.6119677,-81.781479,Florida,,,,,neutral,2024
WAUU8,Boca Raton Towing & Recovery,1655 NW 1st Ct,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33432,26.3653926,-80.0876617,Florida,,,,,positivo,2024
5U50E,Boca Raton Towing & Recovery,1655 NW 1st Ct,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33432,26.3653926,-80.0876617,Florida,,,,,negativo,2024
03K3S,Boca Raton Towing & Recovery,1655 NW 1st Ct,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33432,26.3653926,-80.0876617,Florida,,,,,neutral,2024
6WCAI,Earlington Heights,2100 NW 41st St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.8124526,-80.2300576,Florida,,,,,positivo,2024
LJ716,Earlington Heights,2100 NW 41st St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.8124526,-80.2300576,Florida,,,,,neutral,2024
F0T24,Earlington Heights,2100 NW 41st St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33142,25.8124526,-80.2300576,Florida,,,,,negativo,2024
9YQXG,RentingCarz Rent a Car,78 SW 7th St #500,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33130,25.7671102,-80.1936328,Florida,,,,,positivo,2024
PNOV2,RentingCarz Rent a Car,78 SW 7th St #500,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33130,25.7671102,-80.1936328,Florida,,,,,neutral,2024
OM1ET,Workman Transportation & Travel Office,761 Hoopfer Way,exvD,Lake,"32757, 32778, 34748",28.702847,-81.7787021,ZAA1,Lady Lake,32159,28.927788,-81.939618,Florida,,,,,positivo,2024
VNHZR,Workman Transportation & Travel Office,761 Hoopfer Way,exvD,Lake,"32757, 32778, 34748",28.702847,-81.7787021,ZAA1,Lady Lake,32159,28.927788,-81.939618,Florida,,,,,neutral,2024
C2R9I,Revolution Bicycle Services,3444 Main Hwy #16,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33133,25.7274899,-80.2433802,Florida,,,,,positivo,2024
12IRU,Revolution Bicycle Services,3444 Main Hwy #16,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33133,25.7274899,-80.2433802,Florida,,,,,neutral,2024
M0ND4,Treasure Coast Towing PBC LLC,4200 Georgia Ave,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33405,26.6738623,-80.058408,Florida,,,,,positivo,2024
WO8ST,Treasure Coast Towing PBC LLC,4200 Georgia Ave,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33405,26.6738623,-80.058408,Florida,,,,,negativo,2024
FT24V,Treasure Coast Towing PBC LLC,4200 Georgia Ave,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33405,26.6738623,-80.058408,Florida,,,,,neutral,2024
OQE9Q,West Coast Van Rental,13694 Roosevelt Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33762,27.8965562,-82.6935461,Florida,,,,,positivo,2024
6FUVT,West Coast Van Rental,13694 Roosevelt Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33762,27.8965562,-82.6935461,Florida,,,,,negativo,2024
7MCIF,West Coast Van Rental,13694 Roosevelt Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33762,27.8965562,-82.6935461,Florida,,,,,neutral,2024
WQ24H,Ontrac Rent a Car,1000 W Pembroke Rd Suite #314,zIYg,Broward,"33004, 33301, 33324",26.190096,-80.365865,IuPc,Hallandale Beach,33009,25.9956014,-80.1635381,Florida,,,,,positivo,2024
BALNB,Ontrac Rent a Car,1000 W Pembroke Rd Suite #314,zIYg,Broward,"33004, 33301, 33324",26.190096,-80.365865,IuPc,Hallandale Beach,33009,25.9956014,-80.1635381,Florida,,,,,neutral,2024
K4HCK,Ontrac Rent a Car,1000 W Pembroke Rd Suite #314,zIYg,Broward,"33004, 33301, 33324",26.190096,-80.365865,IuPc,Hallandale Beach,33009,25.9956014,-80.1635381,Florida,,,,,negativo,2024
JZEEA,Berger Allied Moving & Storage,5250 Eagle Trail Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33634,28.0341655,-82.528889,Florida,,,,,positivo,2024
