id_centros_tiendas_negocio,centros_tiendas_negocio,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
7J4IU,Nature's Fuel Inc. Smoothie & Juice Bar,13001 Founders Square Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32828,28.5085636,-81.1548093,Florida,,,,,positivo,2024
K2ZF8,Nature's Fuel Inc. Smoothie & Juice Bar,13001 Founders Square Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32828,28.5085636,-81.1548093,Florida,,,,,neutral,2024
XLKN0,Mr Food Store,9617 Fontainebleau Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7766388,-80.3524321,Florida,,,,,positivo,2024
ZXRI2,Mr Food Store,9617 Fontainebleau Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7766388,-80.3524321,Florida,,,,,negativo,2024
W3UUF,Mr Food Store,9617 Fontainebleau Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7766388,-80.3524321,Florida,,,,,neutral,2024
7YP8D,Family Dollar,744 Edgewood Ave N,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32254,30.3314072,-81.7321789,Florida,,,,,positivo,2024
QS0JN,Family Dollar,744 Edgewood Ave N,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32254,30.3314072,-81.7321789,Florida,,,,,neutral,2024
3S4QX,Family Dollar,744 Edgewood Ave N,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32254,30.3314072,-81.7321789,Florida,,,,,negativo,2024
UA944,Pier 98 Convenience & Tackle,5904 E Hwy 98,1rd3,Bay,32401,30.18,-85.675,10g1,Panama City,32404,30.1180475,-85.5965396,Florida,,,,,positivo,2024
LVNFT,Pier 98 Convenience & Tackle,5904 E Hwy 98,1rd3,Bay,32401,30.18,-85.675,10g1,Panama City,32404,30.1180475,-85.5965396,Florida,,,,,negativo,2024
7BX82,Pier 98 Convenience & Tackle,5904 E Hwy 98,1rd3,Bay,32401,30.18,-85.675,10g1,Panama City,32404,30.1180475,-85.5965396,Florida,,,,,neutral,2024
37B8W,Where Locals Smoke,1218 NE 163rd St,D2cA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,9NMQ,North Miami Beach,33162,25.9250786,-80.1755326,Florida,,,,,positivo,2024
TUKSE,Where Locals Smoke,1218 NE 163rd St,D2cA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,9NMQ,North Miami Beach,33162,25.9250786,-80.1755326,Florida,,,,,neutral,2024
F8YDR,Wholesale Beds & Mattress,4100 E Bay Dr,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33764,27.9169294,-82.7444492,Florida,,,,,positivo,2024
1RVQ9,Wholesale Beds & Mattress,4100 E Bay Dr,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33764,27.9169294,-82.7444492,Florida,,,,,neutral,2024
RKWCY,7-Eleven,902 14th St W,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34205,27.4915487,-82.5755389,Florida,,,,,positivo,2024
RKWCY,7-Eleven,902 14th St W,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34205,27.4915487,-82.5755389,Florida,,,,,negativo,2024
RKWCY,7-Eleven,902 14th St W,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34205,27.4915487,-82.5755389,Florida,,,,,neutral,2024
UFHWT,Family Dollar,4100 Hallandale Beach Blvd,XY2h,Broward,"33004, 33301, 33324",26.190096,-80.365865,EQ28,Pembroke Park,33023,25.9841638,-80.1841509,Florida,,,,,positivo,2024
MRVHF,Family Dollar,4100 Hallandale Beach Blvd,XY2h,Broward,"33004, 33301, 33324",26.190096,-80.365865,EQ28,Pembroke Park,33023,25.9841638,-80.1841509,Florida,,,,,negativo,2024
H9XTE,Family Dollar,4100 Hallandale Beach Blvd,XY2h,Broward,"33004, 33301, 33324",26.190096,-80.365865,EQ28,Pembroke Park,33023,25.9841638,-80.1841509,Florida,,,,,neutral,2024
RKWCY,7-Eleven,4490 Weston Rd,UezD,Broward,"33004, 33301, 33324",26.190096,-80.365865,SKpC,Davie,33331,26.0641049,-80.3616673,Florida,,,,,positivo,2024
RKWCY,7-Eleven,4490 Weston Rd,UezD,Broward,"33004, 33301, 33324",26.190096,-80.365865,SKpC,Davie,33331,26.0641049,-80.3616673,Florida,,,,,neutral,2024
RKWCY,7-Eleven,4490 Weston Rd,UezD,Broward,"33004, 33301, 33324",26.190096,-80.365865,SKpC,Davie,33331,26.0641049,-80.3616673,Florida,,,,,negativo,2024
GKHBT,Pane D'Or,1201 Winter Garden Vineland Rd #4a,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5492962,-81.5870175,Florida,,,,,neutral,2024
3ZF4T,Pane D'Or,1201 Winter Garden Vineland Rd #4a,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5492962,-81.5870175,Florida,,,,,positivo,2024
X4NF6,Pane D'Or,1201 Winter Garden Vineland Rd #4a,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5492962,-81.5870175,Florida,,,,,negativo,2024
JYQC7,Walgreens,5990 Townsend Rd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32244,30.218608,-81.7360094,Florida,,,,,positivo,2024
JYQC7,Walgreens,5990 Townsend Rd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32244,30.218608,-81.7360094,Florida,,,,,negativo,2024
JYQC7,Walgreens,5990 Townsend Rd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32244,30.218608,-81.7360094,Florida,,,,,neutral,2024
J93MK,Family Dollar,10696 Lem Turner Rd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32218,30.4300155,-81.6955614,Florida,,,,,positivo,2024
5Q266,Family Dollar,10696 Lem Turner Rd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32218,30.4300155,-81.6955614,Florida,,,,,neutral,2024
95BG9,Family Dollar,10696 Lem Turner Rd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32218,30.4300155,-81.6955614,Florida,,,,,negativo,2024
0UDBP,Le Macaron French Pastries®,3380 NW Federal Hwy,fsbX,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,FSVP,Jensen Beach,34957,27.2439786,-80.2718219,Florida,,,,,neutral,2024
DHDG2,Le Macaron French Pastries®,3380 NW Federal Hwy,fsbX,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,FSVP,Jensen Beach,34957,27.2439786,-80.2718219,Florida,,,,,positivo,2024
1868A,Le Macaron French Pastries®,3380 NW Federal Hwy,fsbX,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,FSVP,Jensen Beach,34957,27.2439786,-80.2718219,Florida,,,,,negativo,2024
HQQ0B,Beach Life Rentals,102 6th Ave N # 13,giRO,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,S906,Jacksonville Beach,32250,30.2945472,-81.3914032,Florida,,,,,positivo,2024
6B52Y,Beach Life Rentals,102 6th Ave N # 13,giRO,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,S906,Jacksonville Beach,32250,30.2945472,-81.3914032,Florida,,,,,neutral,2024
OPR42,USA GROCERS CITGO,244 County Rd 621 E,ptvZ,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,YN2Z,Lake Placid,33852,27.2993288,-81.3542782,Florida,,,,,positivo,2024
B8F4Z,USA GROCERS CITGO,244 County Rd 621 E,ptvZ,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,YN2Z,Lake Placid,33852,27.2993288,-81.3542782,Florida,,,,,neutral,2024
RKWCY,7-Eleven,11601 W Okeechobee Rd,XGrY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LKwK,Hialeah Gardens,33018,25.8806566,-80.3562077,Florida,,,,,positivo,2024
RKWCY,7-Eleven,11601 W Okeechobee Rd,XGrY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LKwK,Hialeah Gardens,33018,25.8806566,-80.3562077,Florida,,,,,negativo,2024
RKWCY,7-Eleven,11601 W Okeechobee Rd,XGrY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LKwK,Hialeah Gardens,33018,25.8806566,-80.3562077,Florida,,,,,neutral,2024
Q1H2H,Mattress Firm Winter Springs,5285 Red Bug Lake Rd,2qJH,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,SL24,Winter Springs,32708,28.6470823,-81.2758825,Florida,,,,,positivo,2024
W0W3F,Mattress Firm Winter Springs,5285 Red Bug Lake Rd,2qJH,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,SL24,Winter Springs,32708,28.6470823,-81.2758825,Florida,,,,,neutral,2024
39F8Y,Great Rooms - Pine Hills,2858 N Hiawassee Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5809209,-81.4765189,Florida,,,,,positivo,2024
QIUDD,Great Rooms - Pine Hills,2858 N Hiawassee Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5809209,-81.4765189,Florida,,,,,neutral,2024
EP9IG,Great Rooms - Pine Hills,2858 N Hiawassee Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5809209,-81.4765189,Florida,,,,,negativo,2024
JYQC7,Walgreens,4020 N Wickham Rd,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32935,28.1724634,-80.6724547,Florida,,,,,positivo,2024
JYQC7,Walgreens,4020 N Wickham Rd,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32935,28.1724634,-80.6724547,Florida,,,,,negativo,2024
JYQC7,Walgreens,4020 N Wickham Rd,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32935,28.1724634,-80.6724547,Florida,,,,,neutral,2024
IM9CM,Bailey's Blendz,640 E Ocean Ave #16,fL1f,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,URYD,Boynton Beach,33435,26.5265131,-80.056592,Florida,,,,,positivo,2024
UBQ9P,Bailey's Blendz,640 E Ocean Ave #16,fL1f,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,URYD,Boynton Beach,33435,26.5265131,-80.056592,Florida,,,,,neutral,2024
A7SL5,Bailey's Blendz,640 E Ocean Ave #16,fL1f,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,URYD,Boynton Beach,33435,26.5265131,-80.056592,Florida,,,,,negativo,2024
FSAK2,Festival Super Market Inc,220 NE 17th Ct,yreP,Broward,"33004, 33301, 33324",26.190096,-80.365865,UNWO,Pompano Beach,33060,26.2524072,-80.1206445,Florida,,,,,positivo,2024
CU1TK,Festival Super Market Inc,220 NE 17th Ct,yreP,Broward,"33004, 33301, 33324",26.190096,-80.365865,UNWO,Pompano Beach,33060,26.2524072,-80.1206445,Florida,,,,,neutral,2024
D6TJT,Quirch Foods HQ,2701 N Le Jeune Rd 12th floor,hHq8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,SliY,Coral Gables,33134,25.746514,-80.261964,Florida,,,,,positivo,2024
Q9BDN,Quirch Foods HQ,2701 N Le Jeune Rd 12th floor,hHq8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,SliY,Coral Gables,33134,25.746514,-80.261964,Florida,,,,,neutral,2024
ETVEQ,Rooms To Go - Cutler Bay,18722 S Dixie Hwy,P0ew,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yE6Q,Cutler Bay,33157,25.5947994,-80.3567082,Florida,,,,,positivo,2024
ZFYRX,Rooms To Go - Cutler Bay,18722 S Dixie Hwy,P0ew,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yE6Q,Cutler Bay,33157,25.5947994,-80.3567082,Florida,,,,,neutral,2024
VD196,Rooms To Go - Cutler Bay,18722 S Dixie Hwy,P0ew,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yE6Q,Cutler Bay,33157,25.5947994,-80.3567082,Florida,,,,,negativo,2024
KJVBC,Rhythm Caribbean Market & Deli,513 S Cocoa Blvd,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32922,28.3530628,-80.7323987,Florida,,,,,positivo,2024
TNKXP,Rhythm Caribbean Market & Deli,513 S Cocoa Blvd,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32922,28.3530628,-80.7323987,Florida,,,,,neutral,2024
GZ2F4,Schakolad Chocolate Factory,7740 Nova Dr,UezD,Broward,"33004, 33301, 33324",26.190096,-80.365865,SKpC,Davie,33324,26.090297,-80.249813,Florida,,,,,positivo,2024
GZ2F4,Schakolad Chocolate Factory,7740 Nova Dr,UezD,Broward,"33004, 33301, 33324",26.190096,-80.365865,SKpC,Davie,33324,26.090297,-80.249813,Florida,,,,,neutral,2024
GZ2F4,Schakolad Chocolate Factory,7740 Nova Dr,UezD,Broward,"33004, 33301, 33324",26.190096,-80.365865,SKpC,Davie,33324,26.090297,-80.249813,Florida,,,,,negativo,2024
EIL52,Etheridge Furniture,1052 SW Main Blvd,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32025,30.1756452,-82.6399043,Florida,,,,,positivo,2024
I2MXX,Etheridge Furniture,1052 SW Main Blvd,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32025,30.1756452,-82.6399043,Florida,,,,,neutral,2024
093OR,Indigo Pool Patio BBQ,620 Cypress Ave,a4WL,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,4BY51G,Venice,34285,27.0985285,-82.4344168,Florida,,,,,positivo,2024
0G7FB,Indigo Pool Patio BBQ,620 Cypress Ave,zIDA,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,4BY51G,Venice,34285,27.0985285,-82.4344168,Florida,,,,,positivo,2024
HIVBO,Indigo Pool Patio BBQ,620 Cypress Ave,a4WL,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,4BY51G,Venice,34285,27.0985285,-82.4344168,Florida,,,,,neutral,2024
Q6VDP,Indigo Pool Patio BBQ,620 Cypress Ave,zIDA,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,4BY51G,Venice,34285,27.0985285,-82.4344168,Florida,,,,,neutral,2024
H49LD,Builders Service Aluminum,3555 US-1,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32086,29.8284836,-81.3227609,Florida,,,,,positivo,2024
BOXCL,Builders Service Aluminum,3555 US-1,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32086,29.8284836,-81.3227609,Florida,,,,,neutral,2024
RKWCY,7-Eleven,7603 W Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5525282,-81.4876878,Florida,,,,,positivo,2024
RKWCY,7-Eleven,7603 W Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5525282,-81.4876878,Florida,,,,,negativo,2024
RKWCY,7-Eleven,7603 W Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5525282,-81.4876878,Florida,,,,,neutral,2024
1NNUT,CVS,8720 W Flagler St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33174,25.7690775,-80.3369255,Florida,,,,,positivo,2024
CRAJ5,CVS,8720 W Flagler St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33174,25.7690775,-80.3369255,Florida,,,,,negativo,2024
YC70S,CVS,8720 W Flagler St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33174,25.7690775,-80.3369255,Florida,,,,,neutral,2024
RV2F9,Marathon Gas Station,945 5th St,63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,33139,25.7748021,-80.1380274,Florida,,,,,positivo,2024
BKU21,Marathon Gas Station,945 5th St,63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,33139,25.7748021,-80.1380274,Florida,,,,,neutral,2024
7REH3,Marathon Gas Station,945 5th St,63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,33139,25.7748021,-80.1380274,Florida,,,,,negativo,2024
5M9SX,HomeKO -- Quality Products | Knockout Prices,6700 NW 77th Ct #100,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33166,25.834903,-80.322643,Florida,,,,,positivo,2024
F584I,HomeKO -- Quality Products | Knockout Prices,6700 NW 77th Ct #100,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33166,25.834903,-80.322643,Florida,,,,,neutral,2024
BBHA0,Speedway,3500 S Babcock St,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32901,28.056581,-80.621881,Florida,,,,,neutral,2024
BBHA0,Speedway,3500 S Babcock St,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32901,28.056581,-80.621881,Florida,,,,,positivo,2024
BBHA0,Speedway,3500 S Babcock St,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32901,28.056581,-80.621881,Florida,,,,,negativo,2024
2SGU7,Blue Store,3617 E Chelsea St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33610,27.9850523,-82.4189649,Florida,,,,,positivo,2024
UQ5LI,Blue Store,3617 E Chelsea St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33610,27.9850523,-82.4189649,Florida,,,,,neutral,2024
QC2PR,Steves Better Used Furniture,1225 Kass Cir #7375,EBet,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,I0WF,Spring Hill,34606,28.451728,-82.5971416,Florida,,,,,positivo,2024
A0PT3,Steves Better Used Furniture,1225 Kass Cir #7375,EBet,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,I0WF,Spring Hill,34606,28.451728,-82.5971416,Florida,,,,,neutral,2024
8S2EF,Circle K,10401 Normandy Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32221,30.275504,-81.8322338,Florida,,,,,positivo,2024
8S2EF,Circle K,10401 Normandy Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32221,30.275504,-81.8322338,Florida,,,,,negativo,2024
8S2EF,Circle K,10401 Normandy Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32221,30.275504,-81.8322338,Florida,,,,,neutral,2024
Z0271,Thrifty Shopper,3507 N Monroe St,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32303,30.4939555,-84.3242797,Florida,,,,,positivo,2024
5YMEI,Thrifty Shopper,3507 N Monroe St,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32303,30.4939555,-84.3242797,Florida,,,,,neutral,2024
XIZCA,Casa do Pão Express,100 S Military Trail,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33442,26.3162146,-80.1270135,Florida,,,,,positivo,2024
N465W,Casa do Pão Express,100 S Military Trail,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33442,26.3162146,-80.1270135,Florida,,,,,neutral,2024
8S2EF,Circle K,1498 Good Homes Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5625407,-81.5053804,Florida,,,,,positivo,2024
8S2EF,Circle K,1498 Good Homes Rd,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32818,28.5625407,-81.5053804,Florida,,,,,neutral,2024
YVTIE,Double Discount Furniture,1300 US-92,17DL,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WOA5,Auburndale,33823,28.0613421,-81.8031524,Florida,,,,,positivo,2024
AQHSS,Double Discount Furniture,1300 US-92,17DL,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WOA5,Auburndale,33823,28.0613421,-81.8031524,Florida,,,,,neutral,2024
MLRVE,Gourmet Bakery,10684 Fontainebleau Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7747168,-80.3686498,Florida,,,,,positivo,2024
2WUIH,Gourmet Bakery,10684 Fontainebleau Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7747168,-80.3686498,Florida,,,,,negativo,2024
TSAAT,Gourmet Bakery,10684 Fontainebleau Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7747168,-80.3686498,Florida,,,,,neutral,2024
8S2EF,Circle K,5601 S Florida Ave,Lufy,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,B7WI,Floral City,34436,28.7813759,-82.296327,Florida,,,,,positivo,2024
8S2EF,Circle K,5601 S Florida Ave,Lufy,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,B7WI,Floral City,34436,28.7813759,-82.296327,Florida,,,,,neutral,2024
6Z7HV,CVS,3050 N Wickham Rd,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32935,28.1570789,-80.6727006,Florida,,,,,negativo,2024
I2XJ6,CVS,3050 N Wickham Rd,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32935,28.1570789,-80.6727006,Florida,,,,,positivo,2024
A4DE7,CVS,3050 N Wickham Rd,rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,32935,28.1570789,-80.6727006,Florida,,,,,neutral,2024
WGNU1,Apnar Pharmacy & Supermarket,2650 S Military Trail,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33415,26.6377699,-80.1124029,Florida,,,,,positivo,2024
09ZZQ,Apnar Pharmacy & Supermarket,2650 S Military Trail,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33415,26.6377699,-80.1124029,Florida,,,,,neutral,2024
Z1663,Avanti Furniture,111 Weston Rd,A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,33326,26.1215839,-80.3622621,Florida,,,,,positivo,2024
VORTB,Avanti Furniture,111 Weston Rd,A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,33326,26.1215839,-80.3622621,Florida,,,,,neutral,2024
INYYC,Avanti Furniture,111 Weston Rd,A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,33326,26.1215839,-80.3622621,Florida,,,,,negativo,2024
OOABK,Euro Delights Grocery & Deli,246 Eglin Pkwy NE unit#B,SxlD,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,I7MO,Fort Walton Beach,32547,30.4311625,-86.6056101,Florida,,,,,negativo,2024
8MUN8,Euro Delights Grocery & Deli,246 Eglin Pkwy NE unit#B,SxlD,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,I7MO,Fort Walton Beach,32547,30.4311625,-86.6056101,Florida,,,,,positivo,2024
7MNXW,Euro Delights Grocery & Deli,246 Eglin Pkwy NE unit#B,SxlD,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,I7MO,Fort Walton Beach,32547,30.4311625,-86.6056101,Florida,,,,,neutral,2024
S5GS1,Misha's Cupcakes,18797 Biscayne Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33180,25.9499125,-80.1453168,Florida,,,,,positivo,2024
F1EQX,Misha's Cupcakes,18797 Biscayne Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33180,25.9499125,-80.1453168,Florida,,,,,negativo,2024
WHBDY,Misha's Cupcakes,18797 Biscayne Blvd,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33180,25.9499125,-80.1453168,Florida,,,,,neutral,2024
Q4P4A,Alpha Supermarket,11891 NW 12th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33168,25.8831982,-80.2183131,Florida,,,,,positivo,2024
7PO7D,Alpha Supermarket,11891 NW 12th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33168,25.8831982,-80.2183131,Florida,,,,,neutral,2024
D7L31,Primos Supermarket,918 NW 36th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33127,25.8098106,-80.2107262,Florida,,,,,positivo,2024
H0FIA,Primos Supermarket,918 NW 36th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33127,25.8098106,-80.2107262,Florida,,,,,negativo,2024
FDZTH,Primos Supermarket,918 NW 36th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33127,25.8098106,-80.2107262,Florida,,,,,neutral,2024
0ZRCQ,Dollops Ice Cream,908 Northlake Blvd,wpfG,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,ZBPF,North Palm Beach,33408,26.807582,-80.072032,Florida,,,,,positivo,2024
QPNCV,Dollops Ice Cream,908 Northlake Blvd,wpfG,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,ZBPF,North Palm Beach,33408,26.807582,-80.072032,Florida,,,,,neutral,2024
TGPS4,Harba Food Store,1003 NW 3rd Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33136,25.7836893,-80.1996485,Florida,,,,,negativo,2024
TD2TU,Harba Food Store,1003 NW 3rd Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33136,25.7836893,-80.1996485,Florida,,,,,positivo,2024
O59HZ,Harba Food Store,1003 NW 3rd Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33136,25.7836893,-80.1996485,Florida,,,,,neutral,2024
