id_centros_tiendas_negocio,centros_tiendas_negocio,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
7DC52,Rooms To Go,11540 E US Hwy 92,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Furniture Stores, Home & Garden, Mattresses, Shopping, Home Decor",2,21,positivo,2014
JWP0G,Rooms To Go Furniture Store - Pinellas Park,7035 US Hwy 19 N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}""}","Furniture Stores, Mattresses, Home Decor, Home & Garden, Shopping",2.5,18,positivo,2014
27MOY,Rooms To Go-Brandon,1821 W Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Home & Garden, Mattresses, Home Decor, Shopping, Furniture Stores",2,40,negativo,2014
XTT1E,Scan Design - Tampa,4221 W Gandy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '4', 'BusinessAcceptsBitcoin': 'False'}","Home & Garden, Furniture Stores, Rugs, Shopping, Outdoor Furniture Stores",2.5,14,positivo,2014
THC39,Schakolad Chocolate Factory,408 S Howard Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Desserts, Specialty Food, Food, Candy Stores, Chocolatiers & Shops",4,20,positivo,2014
9SS9K,Schillers Architectural and Design Salvage,1002 N Rome Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Shopping, Antiques, Home & Garden, Home Services, Lighting Fixtures & Equipment, Furniture Stores",4.5,21,positivo,2014
U0C3O,Sears Outlet,4600 Park St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': 'None', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Shopping, Local Services, Appliances & Repair, Fashion, Furniture Stores, Mattresses, Department Stores, Home & Garden, Appliances, Outlet Stores",3,24,positivo,2014
EZYFS,Second Time Treasures,2182 Main St,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Accessories, Shopping, Shoe Stores, Furniture Stores, Fashion, Home & Garden, Home Decor, Women's Clothing",4,6,positivo,2014
RRBTO,See's Candies Seasonal Location,"2223 N. West Shore Boulevard, Inline Space No. 135",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'Caters': 'False'}","Candy Stores, Chocolatiers & Shops, Specialty Food, Shopping, Food, Flowers & Gifts, Gift Shops",4,5,positivo,2014
ORPKM,Sleep Number,"27001 US 19, Space 2020",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Home & Garden, Mattresses, Shopping, Home Decor, Furniture Stores",2,6,negativo,2014
3NJPK,Southern Hospitality,1709 James L Redman Pkwy,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,"33563, 33566",28.0186323,-82.1128641,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Furniture Stores, Shopping, Art Supplies, Framing, Home Decor, Home & Garden, Arts & Crafts",4.5,19,positivo,2014
2U2WN,Summer House Marketplace,3620 S Manhattan Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Home & Garden, Shopping, Furniture Stores",4,19,positivo,2014
IUOU5,Sunoco,36445 W State Rd 54,QyZN,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,PM56,Zephyrhills,"33541, 33542",28.2336196,-82.1811947,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Convenience Stores, Food",3,6,positivo,2014
X2RZH,Sunoco Gulfport,5150 Gulfport Blvd S,gkF8,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,T7Op,Gulfport,33707,27.7483613,-82.7034334,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2'}","Food, Automotive, Convenience Stores, Gas Stations, Restaurants, Delis",2.5,10,positivo,2014
IVS92,Super Scoops,11025 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsPriceRange2': '2'}","Juice Bars & Smoothies, Candy Stores, Specialty Food, Ice Cream & Frozen Yogurt, Food",5,245,positivo,2014
7ZOFH,Sweets and Treats,10651 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"{'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Candy Stores, Food, Ice Cream & Frozen Yogurt, Specialty Food, Desserts",4,20,positivo,2014
HBYUF,TA Travel Center,11704 Tampa Gateway Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Food, Gas Stations, Automotive, Convenience Stores",4,12,positivo,2014
7B336,Tailgate Mart,Sr 56 At Wesley Chapel,j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Convenience Stores, Food, Automotive, Gas Stations",3,6,positivo,2014
MWTYY,Tampa Convention Center,333 S Franklin St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Food, Event Planning & Services, Convenience Stores, Venues & Event Spaces",3.5,81,positivo,2014
0SLLL,Tan Phat Oriental Market,8202 N Armenia Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Food, Imported Food, Ethnic Food, Convenience Stores, Specialty Food",4,9,positivo,2014
59WVI,Target,15240 N Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'CoatCheck': 'False', 'OutdoorSeating': 'False', 'HasTV': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'None', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Fashion, Department Stores, Furniture Stores, Electronics, Home & Garden, Grocery, Shopping, Food",3.5,36,positivo,2014
NEVWD,The Candy Kitchen,13711 Gulf Blvd,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True'}","Candy Stores, Specialty Food, Food, Ice Cream & Frozen Yogurt",4.5,165,positivo,2014
NYXOL,The Container Store,"4720 W Spruce St, Unit 3",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True'}","Shopping, Home Services, Home Organization, Kitchen & Bath, Office Equipment, Home & Garden, Home Decor, Interior Design, Furniture Stores",3.5,66,positivo,2014
0105C,The Furniture Guys,6715 66th St,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Home & Garden, Shopping, Furniture Stores",4.5,10,positivo,2014
JTTHS,The Iron Pelican Antiques & Home Decor,2452 Central Ave,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Shopping, Home & Garden, Antiques, Furniture Stores",5,7,positivo,2014
I9HCG,The Missing Piece,3854 S Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BikeParking': 'True'}","Fashion, Home & Garden, Shopping, Furniture Stores, Used, Vintage & Consignment",2.5,30,positivo,2014
NYDE9,The Missing Piece - Clearwater,"28200 US Hwy 19 N, Ste C",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'None'}","Shopping, Furniture Stores, Home & Garden",3.5,11,positivo,2014
UN39E,Thorntons,8875 Ulmerton Rd,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True'}","Convenience Stores, Gas Stations, Food, Automotive",4,11,positivo,2014
9HDLA,Treehouse Gallery,2835 22nd Ave N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}","Home & Garden, Furniture Stores, Antiques, Shopping, Home Decor",4.5,15,positivo,2014
OZ9IT,Triage Consignment Boutique,4109 Henderson Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True'}","Used, Vintage & Consignment, Home & Garden, Shopping, Women's Clothing, Fashion, Accessories, Clothing Rental, Furniture Stores",4,9,positivo,2014
A0U1W,Uppy's Convenient Store,7219 US Highway 41 N,gHZf,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,WJ3L,Palmetto,34221,27.5214269,-82.5723193,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Convenience Stores, Food",2.5,6,negativo,2014
X2PIB,Walgreens,8706 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Beauty & Spas, Drugstores, Cosmetics & Beauty Supply, Shopping, Food, Convenience Stores",3.5,14,positivo,2014
ILE2M,Wawa,804 E Bearss Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True'}","Food, Gas Stations, Sandwiches, Automotive, Restaurants, Convenience Stores, Coffee & Tea",4,23,positivo,2014
ZT0PT,Z Gallerie,"2223 N Westshore Blvd, Ste 157, International Plaza",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}","Home & Garden, Furniture Stores, Home Decor, Rugs, Shopping",2.5,20,positivo,2014
0X0QF,ZaZoo'd,531 Central Ave,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Home Decor, Gift Shops, Flowers & Gifts, Shopping, Home Services, Furniture Stores, Interior Design, Home & Garden",4.5,20,positivo,2014
5NCQT,Zeno's Boardwalk Sweet Shop,206 John's Pass Boardwalk E,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': True, 'street': None, 'validated': None, 'lot': None, 'valet': False}""}","Food, Candy Stores, Specialty Food, Ice Cream & Frozen Yogurt",4.5,32,positivo,2014
GMYWL,west elm,700 S Village Cir,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Shopping, Furniture Stores, Home & Garden, Home Decor",2.5,31,positivo,2014
3QIC9,27Mart,10025 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'GoodForKids': 'False'}","Restaurants, Food, Specialty Food, Ethnic Food, Grocery, Convenience Stores, Ethnic Grocery, Indian",4,14,positivo,2015
UWIMH,7-Eleven,4540 Rowan Rd,8iUB,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3IHW,New Port Richey,34652,28.2441768,-82.7192671,Florida,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Gas Stations, Automotive, Gas Stations, Food, Coffee & Tea, Convenience Stores, Service Stations",1.5,5,positivo,2015
079A6,A Modern Line,5205 N Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Furniture Stores, Shopping, Home & Garden",4,8,positivo,2015
2N3MN,Agora,"1517 E 7th Ave, Ste A",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Shopping, Home & Garden, Fashion, Jewelry, Accessories, Furniture Stores, Home Decor",3.5,21,positivo,2015
UHUDJ,American Freight Furniture and Mattress,4535 S Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Furniture Stores, Shopping, Appliances, Home Decor, Mattresses, Home & Garden",3.5,24,positivo,2015
DKJ7B,American Signature Furniture,7230 US Hwy 19 N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Mattresses, Shopping, Home & Garden, Home Decor, Furniture Stores",2,41,positivo,2015
4R7WG,Anthropologie,705 S Dakota Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3'}","Women's Clothing, Gift Shops, Furniture Stores, Home & Garden, Shoe Stores, Shopping, Fashion, Flowers & Gifts, Accessories",3.5,37,positivo,2015
RCZPZ,Ashley HomeStore,24244 Us Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Home & Garden, Home Decor, Furniture Stores, Shopping, Mattresses",2,115,positivo,2015
3C7FT,Asian Market & Cuisine,31812 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False'}","Convenience Stores, Food, International Grocery, Grocery",3.5,25,positivo,2015
F2161,Badcock Home Furnishings Center,525 W Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Shopping, Home & Garden, Furniture Stores",2,5,negativo,2015
4BA57,Badcock Home Furniture &more,6621 Memorial Highway,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Home Services, Furniture Stores, Shopping, Local Services, Appliances & Repair, Home & Garden, Carpeting, Mattresses, Appliances",2,11,positivo,2015
3LX99,Bait Bucket,108 Pinellas Bayway S,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'GoodForKids': 'True'}","Outdoor Gear, Active Life, Convenience Stores, Shopping, Food, Fishing, Sporting Goods, Local Services",3.5,11,positivo,2015
